full_text,token_count,text_clean,label
Sobat Shopee HARI INI ada K-Market PAYDAY SALE! Beli produk Korea yang kamu mau karena ada DISKON s/d 90% mulai dari makanan baju hingga skin care! Tunggu apa lagi? Buruan cek di https://t.co/WQ8iIuMCWS #ShopeeID https://t.co/ZoM9hTaWIC,88,sobat shopee hari ada k-market payday sale beli produk korea kamu mau ada diskon s d 90 mulai makan baju hingga skin care tunggu apa lagi buru cek shopeeid,positif
@doyancheckout_ @zeuwhos ooooh iya kak emg better jangan ini aja aku ngaktifin udah lama bgt. aku juga heran kenapa shopee skrg ngasih vouchernya harus pembayaran paylater. aku juga agak kecewa soalnya pengen ngehindarin paylater (takut ribanya) ,86,mention mention ooh iya kak emg better jangan aja aku ngaktifin lama bgt aku heran shopee skrg ngasih vouchernya bayar paylater aku agak kecewa soal ken ngehindarin paylater takut riba,negatif
@ShopeeCare saya sudah lama pake shopee member skrng dah gold tpi kok gak dapat paylater smntra yg akun baru orang lain dapt? merasa kecewa dngn pilih kasih shopee paylater,56,mention sudah lama pake shopee member skrng dah gold kok dapat paylater smntra akun baru orang dapt rasa kecewa dngn pilih kasih shopee paylater,negatif
HAI SEMUAAAA Ada GIVE AWAY ALERT NII AKHIRNYA HARI H #Shopee1111BigSale telah tiba promo Shopee terbesar hari ini 11 November ada diskon gede gedean cashback hingga 111K dan https://t.co/gbDg2bHn5s,72,hai semuaa give away alert nii akhir hari h shopee11bigsale tiba promo shopee besar hari 11 november diskon gede gede cashback hingga 11k,positif
@ShopeeID Halo kak. Kenapa saya tidak bisa login akun shopee ya? Padahal baru aja isi saldo mau belanja. Kecewa banget sih ini. Mau uang paylater saya ga kebayar? Saya masih punya tanggungan lho ini. Tp terserah sih. Di blokir juga gpp. Rugi di pihak shopee sendiri nantinya ,95,mention halo kak bisa login akun shopee ya padahal baru aja isi saldo mau belanja kecewa banget sih ini mau uang paylater tidak bayar saya masih punya tanggung lho ini serah sih blokir gpp rugi pihak shopee sendiri nanti,negatif
girls here are shop that sells baju kurung kedah from SHOPEE. Definitely perfect for graduation and office use 1. Bayu Somerset 2. Petra Official 3. Asikin Ahmad 4. Zoearissa 5. Inhanna 6. Camelia 7. Anisacollection 8. Jannahnoe RT and Bookmark for future reference,80,girls here are shop that sells baju kurung kedah from shopee definitely perfect for graduation and office use 1 bayu somerset 2 tra official 3 asikin ahmad 4 zoearissa 5 inhanna 6 camelia 7 anisacollection 8 jannahnoe rt and bookmark for future reference,positif
. . Panjang Urusan gara-gara NAFSU PAMER Bakalan Runyam Perusahaan Induk Shopee berurusan sama Kluarga Dinasty Jokowi Jangan sampe aja Shopee ikutan diboicot sama Rakyat yang udah MUAK sama Dinasty Keluarga Jokowi Disaat Rakyat sedang sulit .. Bahkan banyak yg terlilit Paylater https://t.co/fKOdWYAQKr,102,panjang urus gara-gara nafsu pamer bakal runyam usaha induk shopee urus sama kluarga dinasty jokowi jangan sampe aja shopee ikut diboicot sama rakyat sudah muak sama dinasty keluarga jokowi saat rakyat sedang sulit bahkan banyak lilit paylater,negatif
Terima kasih Pakde Didi Kempot telah menginspirasi &amp; membawa senyuman ke hati kami. Semoga video ini dapat memberi kenangan manis betapa Pakde terus membawa senyuman di hati kalian seperti beliau di hati kami. https://t.co/myGQp88HWT #SobatAmbyarBerduka #ShopeexDidiKempot,94,terima kasih pakde didi kempot inspirasi amp bawa senyum hati kami moga video dapat beri kenang manis betapa pakde terus bawa senyum hati kalian beliau hati kami sobatambyarberduka shopeexdidikempot,positif
[5] Gestun GoPaylater Nominal 1.700.000 [6] Gestun OVO Paylater Nominal 2.004.500 [7] Gestun Spaylater Nominal 202.300 [8] Gestun Kartu Kredit Nominal 6.000.000 https://t.co/J2tQ1drFZZ,76,5 gestun gopaylater nominal 1 700 00 6 gestun ovo paylater nominal 2 004 500 7 gestun spaylater nominal 202 300 8 gestun kartu kredit nominal 6 00 00,netral
@ShopeePay_ID Masih kecewa dengan shopee. Akun saya untuk paylater dan pinjam dibatasi. Padahal kmrn untuk shopee pay telat bbrp hari karena keliru saya kira jadwal bayar keduanya sama. Dan untuk pembayaran selanjutnya saya dipercepat dan sampai tidak ada tagihan lagi.,84,mention kecewa shopee akun paylater pinjam batas padahal kmrn untuk shopee pay telat bbrp hari keliru kira jadwal bayar dua sama untuk bayar lanjut cepat sampai ada tagih lagi,negatif
 REKOMENDASI BINDER KECE Tag : JENNIE IN THE IDOL - Kyungsoo - Kominfo - Ginting - PARK JI SUNG - get well soon yoongi #ShopeePayTHR #racunshopee #shopeehaul ~ A thread ~ https://t.co/t3ElvAviLu,75,rekomendasi binder kece tag jennie in the idol - kyungsoo - kominfo - ginting - park ji sung - get well soon yoongi shopeepaythr racunshopee shopeehaul a thread,positif
joki pinjol galbay &amp; gestun shopeepaylater fast respon via telegram,22,joki pinjol galbay amp gestun shopeepaylater fast respon via telegram,netral
Voucher Shopeefood ⏱️JAM 18:00 DISKON 100% 25RB‼️ ALL RESTO Spaylater only BISA CLAIM TIAP SESI refresh di menu voucher https://t.co/JRa9syOLgp atau refresh di resto ini: https://t.co/jxolZx6om4 https://t.co/TKeQ0mb71A,85,voucher shopeefood jam 18 00 diskon 100 25rb all resto spaylater only claim tiap sesi refresh menu voucher refresh resto ini,positif
Voucher Shopeefood ⏱️JAM 15:00 DISKON 100% 2?RB‼️ (KEMUNGKINAN 100% 25RB‼️) ALL RESTO Spaylater only BISA CLAIM TIAP SESI refresh di menu voucher https://t.co/JRa9syOLgp atau refresh di resto ini: https://t.co/jxolZx6om4 https://t.co/BunlpLYCck,102,voucher shopeefood jam 15 00 diskon 100 2 rb mungkin 100 25rb all resto spaylater only claim tiap sesi refresh menu voucher refresh resto ini,positif
Knowing that shopi deadass would do this shit with that paylater thing...,16,knowing that shopi deadass would do this shit with that paylater thing,negatif
@yeolhani27 Iya pihak shopee blg gitu kmrn tp katanya bakal ada proses mediasi dgn semua pihak yg terlibat klo emang jne terbukti bersalah pihak jne harusnya refund nominal isi barangku,63,mention iya pihak shopee blg gitu kmrn kata bakal proses mediasi semua pihak libat klo emang jne bukti salah pihak jne harus refund nominal isi barang,negatif
AGAIN PAKET SHOPEE KGK JELAS DMNA GA DIPROSES SORTIR DR KMAREN SIANG @ShopeeCare Seringnya ga care prlu gw bentak dlu bru kerja bantuin cust TLONG FU ASAP ,56,again paket shopee kgk jelas dmna proses sortir dr kmaren siang mention sering care prlu gw bentak dlu bru kerja bantuin cust tlong fu asap,negatif
[KLAIM] SPayLater Diskon 20% s/d 50k *min. transaksi 100k https://t.co/83Hezfj9yv https://t.co/22l4DQv946,49,klaim spaylater diskon 20 s d 50k min transaksi 100k,positif
Piala Shopee 2025/26: JDT 'Cemas' Di Kemboja Sebelum Terikat 2-2 Bertemu PKR Svay Rieng https://t.co/DuTbr4B73Z,51,piala shopee 2025 26 jdt cemas kemboja ikat 2-2 temu pkr svay rieng,negatif
Voucher Shopeefood ⏱️JAM 19:00 (SESI TERAKHIR) DISKON 100% 1?RB‼️ ALL RESTO Spaylater only BISA CLAIM TIAP SESI refresh di menu voucher https://t.co/JRa9syOLgp atau refresh di resto ini: https://t.co/jxolZx6om4 https://t.co/ArZwCWWe3T,94,voucher shopeefood jam 19 00 sesi akhir diskon 100 1 rb all resto spaylater only claim tiap sesi refresh menu voucher refresh resto ini,positif
͗ ͗〰︎︎ #proofjocaw 7 December 2025 Traveloka Paylater 374K SpayLater 800K SpayLater 1.4JT SpayLater 1.4JT ️ : https://t.co/c13v3GkwtH : https://t.co/uaruoKIvZS ️ : tag. [#proofjocaw] KedaiJoca open gestun all paylater instan trusted https://t.co/PNTvjt7iTC,114,proofjocaw 7 december 2025 traveloka paylater 374k spaylater 800k spaylater 1 4jt spaylater 1 4jt tag proofjocaw kedaijoca open gestun all paylater instan trusted,netral
@Kzaa_lj udaah kak makanya aku kagett sebelumnys itu shopee ku shopee barokah jadi paylaternya ga bisa ,40,mention udaah kak makanya aku kagett sebelumnys shopee ku shopee barokah jadi paylaternya bisa,positif
Shopee rayakan 10 tahun jelang puncak 12.12. Kolaborasi Kintakun dan Batik Kanthil Fuji jadi wajah kampanye promo Rp 1 diskon gratis ongkir https://t.co/IeZCIA75OL,61,shopee raya 10 tahun jelang puncak 12 12 kolaborasi kintakun batik kanthil fuji jadi wajah kampanye promo rp 1 diskon gratis ongkir,positif
Cek SKECHERS KACAMATA PRIA F SH SE50018-D 001 55 dengan harga Rp1.415.500. Dapatkan di Shopee sekarang! https://t.co/hOC0rFSARl,52,cek skechers kacamata pria f sh se50018-d 001 55 harga rp1 415 500 dapat shopee sekarang,positif
Calling all Malaysian Thailand Singapore and Philippines deobiiii shipping available via Shopee your country let's go &amp; grab yourrrrs ,30,calling all malaysian thailand singapore and philippines deobii shipping available via shopee your country let s go amp grab yourrs,positif
bought random stuff from Shopee and somehow they turned out super useful (who would've thought?). stick around for the full review! https://t.co/gEDmKk8ysw,40,bought random stuff from shopee and somehow they turned out super useful who would ve thought stick around for the full review,negatif
They will take you there with damaged luggage and their customer service disappears when you ask for refund/ compensation #PieterElbers @IndiGo6E PATHETIC,34,they will take you there with damaged luggage and their customer service disappears when you ask for refund compensation pieterelbers mention pathetic,negatif
@SHEIN_Official Been a customer yrs no longer be using them or recommend to buy from them they will not refund you. Courier they hired lost all family's Christmas presents. They don't even have the decency to converse with human customer service only really bad AI that keeps looping same emails.,60,mention been a customer yrs no longer be using them or recommend to buy from them they will not refund you courier they hired lost all family s christmas presents they don t even have the decency to converse with human customer service only really bad ai that keeps looping same emails,negatif
@letsblinkit The amount was deducted from my account but it s still showing payment failed . Then I had to order again because there s no helpline number and no access to customer care. What kind of ridiculous service is this? https://t.co/msElnMmZZo,58,mention the amount was deducted from my account but it s still showing payment failed then i had to order again because there s no helpline number and no access to customer care what kind of ridiculous service is this,positif
@tanyakanrl Kl g malah kapok pake blibli paket 30k an salah kirim diterima org lain penyelesaian sampe 5 hari itupun ga tau kelar apa kaga selama pake shopee ga pernah kejadian kek disini ada masalah sama barang juga gampang retur dan cm 1 hari dana balik https://t.co/3jtmdeQaeb,98,mention kl g malah kapok pake blibli paket 30k an salah kirim terima org selesai sampe 5 hari itu tau kelar apa kaga lama pake shopee pernah jadi kek sini masalah sama barang gampang retur cm 1 hari dana balik,negatif
Don't buy or log in to buy this product they take money but never ship the product you have then call credit card firm for refund raise dispute etc. @Divyash04739691 https://t.co/siNCDQ8txE,50,don t buy or log in to buy this product they take money but never ship the product you have then call credit card firm for refund raise dispute etc mention,negatif
@shopee_br Está complicada a shopee: envio de produto errado; política de devolução controversa com erro do vendedor; trânsito enrolado; Shopee nunca mais. Esta pode ser minha última compra. Lamentável... https://t.co/DGT046GN8T,68,mention est complicada a shopee envio de produto errado pol tica de devolu o controversa com erro do vendedor tr nsito enrolado shopee nunca mais esta pode ser minha ltima compra lament vel,negatif
@SonuSood @IndiGo6E I Am Surprised You Are Coming Up With A Video Like This. Are You Not Aware They Didn't Comply With The Rules For Past 2 Years? Are You Not Aware That They Are Ranked One Of The Lowest In Customer Satisfaction? They Deserve A Wrath And Not A Pat On The Back.,73,mention mention i am surprised you are coming up with a video like this are you not aware they didn t comply with the rules for past 2 years are you not aware that they are ranked one of the lowest in customer satisfaction they deserve a wrath and not a pat on the back,negatif
@volklub @DealsDhamaka They change their layout and make it hard to find customer service section. The agents doing the conversation also don't seem very effective ( atleast the last few interactions i have had). I had to wait 14 days for refund even though item was verified and picked on day 2.,66,mention mention they change their layout and make it hard to find customer service section the agents doing the conversation also don t seem very effective atleast the last few interactions i have had i had to wait 14 days for refund even though item was verified and picked on day 2,negatif
@ajeetbharti @Swiggy My personal experience.Once they promised a coupon to me but were not assigned and after some days when I reached the support person they said they have assigned it few days back but it expired as I didn't use it. Bro they didn't even inform me how I'm gonna know it!! Pathetic,69,mention mention my personal experience once they promised a coupon to me but were not assigned and after some days when i reached the support person they said they have assigned it few days back but it expired as i didn t use it bro they didn t even inform me how i m gonna know it pathetic,negatif
@DealBeeOfficial GPay: Easy UI. Paytm: As much as I remember it asked me to verify KYC again n again and a live KYC which didn't work properly PhonePe: I accidentally added 6k it's wallet but there's no way to get the money back in card. I had to close the wallet to get them back. No return.,78,mention gpay easy ui paytm as much as i remember it asked me to verify kyc again n again and a live kyc which didn t work properly phonepe i accidentally added 6k it s wallet but there s no way to get the money back in card i had to close the wallet to get them back no return,negatif
@hemanthkg When it comes to collecting money the whole team follows up diligently makes calls and responds on time. But after the payment there s no response and the work remains pending. There are countless verifications needed yet delays continue. This is a very poor service,54,mention when it comes to collecting money the whole team follows up diligently makes calls and responds on time but after the payment there s no response and the work remains pending there are countless verifications needed yet delays continue this is a very poor service,negatif
I completely agree with this statement. Such poverty in customer service. Quick to take the money but take their time to refund for a cancelled transaction with no reason for the cancellation ,35,i completely agree with this statement such poverty in customer service quick to take the money but take their time to refund for a cancelled transaction with no reason for the cancellation,negatif
@DealsDhamaka Frankly found them to be too stingy. You need to have vendors who trust and love to work with you. 1. But if you negotiate for 1000 INR in a 2 lakh deal it's so cringe 2. Why does the vendor always have to followup for payment?! These erodes trust and you start disliking,79,mention frankly found them to be too stingy you need to have vendors who trust and love to work with you 1 but if you negotiate for 100 inr in a 2 lakh deal it s so cringe 2 why does the vendor always have to followup for payment these erodes trust and you start disliking,negatif
@DeepaAthlete @IndiGo6E You are respected figure so you shouldn t waste your reputation defending this garbage. They didn t do anyone a favour to stood the test - they squeezed every rupee they could treated customers like trash and offered the basic service they were obligated to. Nobody owes them,62,mention mention you are respected figure so you shouldn t waste your reputation defending this garbage they didn t do anyone a favour to stood the test - they squeezed every rupee they could treated customers like trash and offered the basic service they were obligated to nobody owes them,negatif
@GajendraSh11133 Hi @GajendraSh11133 We are glad you liked the products. Thank you for taking the time to write this review. Please share the details of your issue at care@nnnow.com so that we can look into it &amp; assist you in the best possible way.,65,mention hi mention we are glad you liked the products thank you for taking the time to write this review please share the details of your issue at so that we can look into it amp assist you in the best possible way,positif
@jshguo @Payoneer i can relate this summer they blocked my account without any explanation declined to return money from account. 3 months of similar support pingpong. Until i hired lawyers and in just 5 days they returned all the money after threats of legal complains course. Anyone reading,61,mention mention i can relate this summer they blocked my account without any explanation declined to return money from account 3 months of similar support pingpong until i hired lawyers and in just 5 days they returned all the money after threats of legal complains course anyone reading,negatif
เที่ยงคืน 6.6 (คืนวันที่ 5) รีบกดจ่ายย ระวังหม๊ดดด เอางี้ ดูความทน555555 เช็ดไม่ออกกกกกก ทนมากรุ่นนี้ ถูกและดีมากกกกกกก พิกัด Shopee : https://t.co/ykqNBphdOo Lazada : https://t.co/ugeTJ7oHfO https://t.co/BPZMuxSt7e,157,6 6 5 55 shopee lazada,positif
@PriceErrors_ @comfrt Beware shipping is terrible customer service is terrible. I had to file a PayPal dispute to get funds back from 2 orders. If you google there are lots of complaints about this company. They delete all negative comments so you don t get a true picture.,60,mention mention beware shipping is terrible customer service is terrible i had to file a paypal dispute to get funds back from 2 orders if you google there are lots of complaints about this company they delete all negative comments so you don t get a true picture,negatif
@tanyarlfes Salah satu alasan banyak yang suka paylater cuma ktp dan gampang cair. Padahal bunganya gila-gilaan mencekek sampai mau mati Limit my credit card besar banget tapi bunga cuma 6%/tahun. Lunas full &lt;6 bulan bunga 0%. Better credit card sumpah,83,mention salah satu alas banyak suka paylater cuma ktp gampang cair padahal bunga gila cekek mau mati limit my credit card besar banget bunga cuma 6 tahun lunas full lt 6 bulan bunga 0 better credit card sumpah,negatif
@bewakoof @XpressBees_IN As per reviews by businesses (on sites like Shopify) there are complaints about mis-handling of shipments delays return-to-origin (RTO) without reason extra/incorrect charges and no accountability.,48,mention mention as per reviews by businesses on sites like shopify there are complaints about mis-handling of shipments delays return-to-origin rto without reason extra incorrect charges and no accountability,negatif
@anupamachopra Very poor review lack of effort screams through the screen. For someone who does this as full time job consider an alternate career option,32,mention very poor review lack of effort screams through the screen for someone who does this as full time job consider an alternate career option,negatif
รีวิว ใช้มาอาทิตย์นึง อีระบบเหมาเหี้ยนี่คือ ตัดแบบเต็มราคาก่อน ค่อยคืนเงิน แล้วพอเงินคืนจริงๆ คิดราคาดูแล้ว ของเก่าถูกกว่าค่ะ ลดค่าครองชีพบ้านมายมึงแต้ แม่มึงตาย กูโมโหมาก เทียบราคาให้ดูเลย ของเก่า 28 ของมึง 42 (ตัดไปก่อน 50 บาท) https://t.co/JRluSernYw,232,28 42 50,negatif
Avoid buying from them as my order which was customised has no tracking details with no customer care emails not answered . Looks like a big scam,28,avoid buying from them as my order which was customised has no tracking details with no customer care emails not answered looks like a big scam,negatif
@intinyadeh paylater keunggulannya cuma dapet diskon aja itupun awal-awal dan kadang-kadang aja mending link pembayaran ke cc bayar penuh setelah gajian dapet cashback pula mau ngetrack pengeluaran juga gampang di satu tempat,75,mention paylater unggul cuma dapet diskon aja itu awal kadang aja mending link bayar cc bayar penuh gaji dapet cashback mau ngetrack keluar gampang satu tempat,negatif
@CarrefourKe Where you draw the line is online sales some of your staff are personal I have been doing online purchases without issues then boom I lay an order via paybill it's an issue they cancel my order and refund my money attitude is something customer service must never engage in,57,mention where you draw the line is online sales some of your staff are personal i have been doing online purchases without issues then boom i lay an order via paybill it s an issue they cancel my order and refund my money attitude is something customer service must never engage in,negatif
A terrible company with a horrible product and customer service. Needs to dragged to court and filed lawsuits.,20,a terrible company with a horrible product and customer service needs to dragged to court and filed lawsuits,negatif
Better kumpul duit beli drawer dekat ikea lagi berbaloi. Bila beli shopee banyak masalah salah tebuk lubang pasang pun buruk. Nak return barang kita juga kena tanggung. Nak request refund punya susah dia bagi voucher je. Buat sakit mata sakit hati tengok benda ni depan mata.,80,better kumpul duit beli drawer dekat ikea berbaloi bila beli shopee banyak masalah salah tebuk lubang pasang buruk nak return barang juga kena tanggung nak request refund punya susah bagi voucher je buat sakit mata sakit hati tengok benda ni depan mata,negatif
And and and. The best/worst part guys. They cancelled my order after letting me wait for more than 2.5 hours. And woah I GOT A REFUND. But wait they refunded Rs 59? That's it? That's not even 10 percent of what I paid. 2.5 hours wasted money wasted as well https://t.co/tIJffyG8wj,82,and and and the best worst part guys they cancelled my order after letting me wait for more than 2 5 hours and woah i got a refund but wait they refunded rs 59 that s it that s not even 10 percent of what i paid 2 5 hours wasted money wasted as well,negatif
no app crashes . No unwanted heating. Battery life nothing extra ordinary . Better typing experience . Over all you feel premium for the price u pay .,29,no app crashes no unwanted heating battery life nothing extra ordinary better typing experience over all you feel premium for the price u pay,positif
อันนี้คนหรือน้ำยาไฮเต้อคะเนี่ย ร้านกดบัตรให้เราไม่ได้สักใบ แต่แอบเข้ายูสเราไปแคปรูปบัตรของเรามารีวิวแปะเครดิตตัวเองว่ากดให้ได้ แถมการคืนเงินก็ใช้เวลานานมาก เราต้องดิ้นตามทวงตลอด ขอหลักฐานการโอนคืนเป็นอาทิตย์ก็ไม่เคยได้ ใครจะใช้บริการก็ลองพิจารณาเองแล้วกันค่าา #รีวิวChalatee22 https://t.co/DIoRoVicvC,261,chalatee22,negatif
Many school complaints need to stop eg I don t like your policy on I don t like that teacher My child needs 1-1 teaching Stop chasing me for my child not attending school Serious safeguarding failings absolutely need to be investigated but not school policy,51,many school complaints need to stop eg i don t like your policy on i don t like that teacher my child needs 1-1 teaching stop chasing me for my child not attending school serious safeguarding failings absolutely need to be investigated but not school policy,negatif
A tenant's plumbing issue led to tens of thousands in repairs and a court visit. Instead of plunging a toilet they opened the cleanout causing waste to flood the backyard and crawl space leading to foundation and structural damage. #RentalNightmare #PropertyDamage https://t.co/nK1dA6YBf3,66,a tenant s plumbing issue led to tens of thousands in repairs and a court visit instead of plunging a toilet they opened the cleanout causing waste to flood the backyard and crawl space leading to foundation and structural damage rentalnightmare propertydamage,negatif
We warned you that foreigners running spaza shops are selling expired and even poisonous food but you called us xenophobic. You said we were just jealous. How many more lives need to be lost before the truth is acknowledged? https://t.co/AibamdRPVy,53,we warned you that foreigners running spaza shops are selling expired and even poisonous food but you called us xenophobic you said we were just jealous how many more lives need to be lost before the truth is acknowledged,negatif
@SPWR - worst customer service. Tried calling twice. On hold over an hour each time. Never spoke with a person,25,mention - worst customer service tried calling twice on hold over an hour each time never spoke with a person,negatif
I have been receiving complaints about this issue for over 3 months now. I tried to be reasonable and considerate until I saw about 2 different petitions with tens of victims including some who sold their properties to raise the funds. I hope they get back their monies.. https://t.co/xVXs5MFykz,67,i have been receiving complaints about this issue for over 3 months now i tried to be reasonable and considerate until i saw about 2 different petitions with tens of victims including some who sold their properties to raise the funds i hope they get back their monies,negatif
@anarchoboognish For anyone interested I found the complaint: https://t.co/WhACFPiwE1,25,mention for anyone interested i found the complaint,netral
This has been a historically bad week for @SpanbergerForVA - Paid $50 000 by the CCP - Fairfax Schools secret abortion scandal &amp; coverup - Dodged question on parental consent for abortions for minors Should she drop out? https://t.co/Ho4qPPdFBS,61,this has been a historically bad week for mention - paid 50 00 by the ccp - fairfax schools secret abortion scandal amp coverup - dodged question on parental consent for abortions for minors should she drop out,negatif
Sorry if the text looks strange; I had to use Google Translate to provide you with proof. I'll post the original below in the thread. This is roughly the third complaint I've opened since November 28th. https://t.co/l3LCueXwgF,55,sorry if the text looks strange i had to use google translate to provide you with proof i ll post the original below in the thread this is roughly the third complaint i ve opened since november 28th,negatif
I WAS A VICTIM of SPIKING (DRUGGING) This Week When i stepped Out. IT WAS A VERY SEVERE &amp; LIFE THREATENING MOMENT . ‍️ This post is ALL about AWARENESS. https://t.co/JppkKKoKYP https://t.co/BKOpPpzHtN,75,i was a victim of spiking drugging this week when i stepped out it was a very severe amp life threatening moment this post is all about awareness,negatif
Lynsay Watson is now making further complaints to the Bar Standards Board against me and @QcWynter . It is going to be interesting to see at what point the police and regulatory bodies are willing to accept that it is a poor use of their time to act as vehicles of harassment at https://t.co/Mwm8ieospi,70,lynsay watson is now making further complaints to the bar standards board against me and mention it is going to be interesting to see at what point the police and regulatory bodies are willing to accept that it is a poor use of their time to act as vehicles of harassment at,negatif
I feel affected and let down because despite trusting your service your staff is not trained to handle customer frustration professionally and respectfully.,24,i feel affected and let down because despite trusting your service your staff is not trained to handle customer frustration professionally and respectfully,negatif
A disgruntled person was hired to paint in our building. They threw the paint all over our door wall and carpet. Security came and took my statement. Neighbours started a rumour it was us. It was not as the landlord called the police on the person. Took 2 days for them to clean! https://t.co/zKcFz5LWaW,77,a disgruntled person was hired to paint in our building they threw the paint all over our door wall and carpet security came and took my statement neighbours started a rumour it was us it was not as the landlord called the police on the person took 2 days for them to clean,negatif
@stephbastiaan This sh!t pisses me off so bad. Get these sickOs away from our kids. I am getting sued for calling one of these predators out at my daughter's school. I am a concerned parent and a mandated reporter. MORE PARENTS NEED TO STAND UP! #FreeSpeech4Women #FreeSpeech4Mothers https://t.co/gkx9OeyibW,86,mention this sh t pisses me off so bad get these sickos away from our kids i am getting sued for calling one of these predators out at my daughter s school i am a concerned parent and a mandated reporter more parents need to stand up freespeech4women freespeech4mothers,negatif
@SandraNabasirye Everyone is asking what is happening? Supposed to leave at 1-2pm. Its now past 3 hours. None on ground to say we are leaving soon or be patient. Not just poor time &amp; customer management but you care less. Money baged. See customers suffering in the scorching sun. #slayfarmer https://t.co/sMqmQk7mjL,91,mention everyone is asking what is happening supposed to leave at 1-2pm its now past 3 hours none on ground to say we are leaving soon or be patient not just poor time amp customer management but you care less money baged see customers suffering in the scorching sun slayfarmer,negatif
I have lodged more than 10 times complaint in last 3 month Some of complaint no. SR00002TPUQ3 SR00002S6XBF SR00002PV0NJSR00002TPUQ3 SR00002S6XBF SR00002PV0NJS SR00002TPUQ3 SR00002S6XBF SR00002PV0NJSR00002TPUQ3 SR00002S6XBF SR00002PV0NJ,102,i have lodged more than 10 times complaint in last 3 month some of complaint no sr002tpuq3 sr002s6xbf sr002pv0njsr002tpuq3 sr002s6xbf sr002pv0njs sr002tpuq3 sr002s6xbf sr002pv0njsr002tpuq3 sr002s6xbf sr002pv0nj,negatif
Plyler was a setback. Illegal immigration has caused chaos in this country. We ll work with @POTUS to bring law and order back and secure our borders to put America first. https://t.co/GFgk6Yaioj,51,plyler was a setback illegal immigration has caused chaos in this country we ll work with mention to bring law and order back and secure our borders to put america first,negatif
 I have complained to the ombudsman and they are quite confused. I bet they are. See what the complaint is over in the next post. 1/ https://t.co/zjYWFqyZWL,46,i have complained to the ombudsman and they are quite confused i bet they are see what the complaint is over in the next post 1,netral
Today s THR article gives more insight into Jenny Slate s complaint against Jamey Health. She was upset about her rental so he offered for Wayfarer to cover her deposit to help her and she was uncomfortable that he discussed the sanctity of motherhood. Their case crumbles https://t.co/8Ho1yZD87G,68,today s thr article gives more insight into jenny slate s complaint against jamey health she was upset about her rental so he offered for wayfarer to cover her deposit to help her and she was uncomfortable that he discussed the sanctity of motherhood their case crumbles,negatif
Are these complaints accurate or are these just go nexters spreading propaganda? https://t.co/nF4nauIbX9,27,are these complaints accurate or are these just go nexters spreading propaganda,netral
The complaint is over a post saying that females have a right to their own space and the presence of a male changes the nature of the space. Oh no! How shocking! How could anyone suggest such a thing? https://t.co/U0KHubSJsa,53,the complaint is over a post saying that females have a right to their own space and the presence of a male changes the nature of the space no how shocking how could anyone suggest such a thing,netral
The list of complaints is long and detailed .. https://t.co/62tsAXwwBt,20,the list of complaints is long and detailed,netral
An issue with complaints is a parent believes without question a child s view of a situation (sadly often to get themselves out of trouble) an AI written complaint is fielded blaming endless staff consuming endless SLT time. For some schools this is suffocating &amp; needs to stop,58,an issue with complaints is a parent believes without question a child s view of a situation sadly often to get themselves out of trouble an ai written complaint is fielded blaming endless staff consuming endless slt time for some schools this is suffocating amp needs to stop,negatif
THIS is the reason for complaint?! You have got to be kidding me https://t.co/GZGmN2pcd9,27,this is the reason for complaint you have got to be kidding me,negatif
I picked up my 6-month-old dog from a 6-day board and train facility only to discover that he had been mistreated. When I raised my concerns with the owner I was met with defensiveness as they claimed to be a 5-star rated facility and they don't believe it happened. There https://t.co/b0dX32GODO,74,i picked up my 6-month-old dog from a 6-day board and train facility only to discover that he had been mistreated when i raised my concerns with the owner i was met with defensiveness as they claimed to be a 5-star rated facility and they don t believe it happened there,negatif
For the people claiming there's no evidence or that I am lying (I am literally just conveying what this complaint alleges): https://t.co/dpEpn7i0AE,36,for the people claiming there s no evidence or that i am lying i am literally just conveying what this complaint alleges,netral
‼️UPDATE! FOSTER FOUND WITH ANOTHER GROUP! Thank you to everyone who offered! Slater needs to leave the shelter today. He has a feeding tube while he is awaiting surgery for a cleft palate. We will pay for surgery but he needs to leave the shelter. It s ok if you have other cats https://t.co/eVNM6eNIpI,78,update foster found with another group thank you to everyone who offered slater needs to leave the shelter today he has a feeding tube while he is awaiting surgery for a cleft palate we will pay for surgery but he needs to leave the shelter it s if you have other cats,netral
@PatrickC895106 Well I have to complain because they've all abused me for a long time and just dragged me out of a home I had lived in for over three years. The staff there continually provoked me wound me up used loud noise to distress me when I have noise sensitivity due to having ASD. https://t.co/UC6L0RLfTR,74,mention well i have to complain because they ve all abused me for a long time and just dragged me out of a home i had lived in for over three years the staff there continually provoked me wound me up used loud noise to distress me when i have noise sensitivity due to having asd,negatif
once I got a massage so bad I had no choice but to file a complaint!!! use the link below: https://t.co/tZNs9YFffT,34,once i got a massage so bad i had no choice but to file a complaint use the link below,negatif
Your service is pathetic and your advertisement is a joke. Refund my money and learn how to run a business. And your so called help support is the most hostile useless mess I ve ever dealt with. There s literally no way to reach an actual human or raise a complaint. https://t.co/1PKLycU9On,68,your service is pathetic and your advertisement is a joke refund my money and learn how to run a business and your so called help support is the most hostile useless mess i ve ever dealt with there s literally no way to reach an actual human or raise a complaint,negatif
